Block數量,1000
Thread數量,10
預期模擬次數,100000000
實際模擬次數,99779756
執行時間(ms),2657
元素個數,26
轉盤個數,3
排列組合總數,17576
G-X-U,5409,0.00542094%
G-X-V,5711,0.00572361%
G-X-W,5669,0.00568151%
G-X-X,5669,0.00568151%
G-X-Y,5461,0.00547305%
G-X-Z,5785,0.00579777%
G-Y-A,5689,0.00570156%
G-Y-B,5685,0.00569755%
G-Y-C,5707,0.0057196%
G-Y-D,5711,0.00572361%
G-Y-E,5619,0.0056314%
G-Y-F,5741,0.00575367%
G-Y-G,5741,0.00575367%
G-Y-H,5566,0.00557829%
G-Y-I,5631,0.00564343%
G-Y-J,5641,0.00565345%
G-Y-K,5756,0.00576871%
G-Y-L,5621,0.00563341%
G-Y-M,5700,0.00571258%
G-Y-N,5727,0.00573964%
G-Y-O,5607,0.00561938%
G-Y-P,5671,0.00568352%
G-Y-Q,5663,0.0056755%
G-Y-R,5694,0.00570657%
G-Y-S,5701,0.00571358%
G-Y-T,5646,0.00565846%
G-Y-U,5664,0.0056765%
G-Y-V,5707,0.0057196%
G-Y-W,5946,0.00595912%
G-Y-X,5760,0.00577271%
G-Y-Y,5675,0.00568753%
G-Y-Z,5725,0.00573764%
G-Z-A,5670,0.00568252%
G-Z-B,5647,0.00565946%
G-Z-C,5611,0.00562339%
G-Z-D,5705,0.00571759%
G-Z-E,5680,0.00569254%
G-Z-F,5855,0.00586792%
G-Z-G,5534,0.00554622%
G-Z-H,5726,0.00573864%
G-Z-I,5644,0.00565646%
G-Z-J,5696,0.00570857%
G-Z-K,5672,0.00568452%
G-Z-L,5763,0.00577572%
G-Z-M,5832,0.00584487%
G-Z-N,5743,0.00575568%
G-Z-O,5540,0.00555223%
G-Z-P,5718,0.00573062%
G-Z-Q,5620,0.00563241%
G-Z-R,5666,0.00567851%
G-Z-S,5638,0.00565044%
G-Z-T,5707,0.0057196%
G-Z-U,5658,0.00567049%
G-Z-V,5629,0.00564142%
G-Z-W,5608,0.00562038%
G-Z-X,5608,0.00562038%
G-Z-Y,5785,0.00579777%
G-Z-Z,5544,0.00555624%
H-A-A,5688,0.00570056%
H-A-B,5725,0.00573764%
H-A-C,5742,0.00575467%
H-A-D,5637,0.00564944%
H-A-E,5696,0.00570857%
H-A-F,5537,0.00554922%
H-A-G,5699,0.00571158%
H-A-H,5814,0.00582683%
H-A-I,5633,0.00564543%
H-A-J,5735,0.00574766%
H-A-K,5690,0.00570256%
H-A-L,5586,0.00559833%
H-A-M,5743,0.00575568%
H-A-N,5595,0.00560735%
H-A-O,5711,0.00572361%
H-A-P,5732,0.00574465%
H-A-Q,5768,0.00578073%
H-A-R,5653,0.00566548%
H-A-S,5602,0.00561437%
H-A-T,5513,0.00552517%
H-A-U,5639,0.00565145%
H-A-V,5611,0.00562339%
H-A-W,5661,0.0056735%
H-A-X,5633,0.00564543%
H-A-Y,5510,0.00552216%
H-A-Z,5621,0.00563341%
H-B-A,5723,0.00573563%
H-B-B,5723,0.00573563%
H-B-C,5529,0.0055412%
H-B-D,5634,0.00564644%
H-B-E,5567,0.00557929%
H-B-F,5701,0.00571358%
H-B-G,5649,0.00566147%
H-B-H,5584,0.00559633%
H-B-I,5596,0.00560835%
H-B-J,5677,0.00568953%
H-B-K,5590,0.00560234%
H-B-L,5697,0.00570957%
H-B-M,5742,0.00575467%
H-B-N,5653,0.00566548%
H-B-O,5542,0.00555423%
H-B-P,5584,0.00559633%
H-B-Q,5775,0.00578775%
H-B-R,5712,0.00572461%
H-B-S,5727,0.00573964%
H-B-T,5763,0.00577572%
H-B-U,5594,0.00560635%
H-B-V,5760,0.00577271%
H-B-W,5656,0.00566848%
H-B-X,5812,0.00582483%
H-B-Y,5665,0.0056775%
H-B-Z,5667,0.00567951%
H-C-A,5785,0.00579777%
H-C-B,5619,0.0056314%
H-C-C,5592,0.00560434%
H-C-D,5548,0.00556025%
H-C-E,5721,0.00573363%
H-C-F,5731,0.00574365%
H-C-G,5666,0.00567851%
H-C-H,5672,0.00568452%
H-C-I,5678,0.00569053%
H-C-J,5611,0.00562339%
H-C-K,5789,0.00580178%
H-C-L,5640,0.00565245%
H-C-M,5660,0.00567249%
H-C-N,5766,0.00577873%
H-C-O,5717,0.00572962%
H-C-P,5681,0.00569354%
H-C-Q,5693,0.00570557%
H-C-R,5612,0.00562439%
H-C-S,5638,0.00565044%
H-C-T,5617,0.0056294%
H-C-U,5725,0.00573764%
H-C-V,5550,0.00556225%
H-C-W,5690,0.00570256%
H-C-X,5662,0.0056745%
H-C-Y,5622,0.00563441%
H-C-Z,5642,0.00565445%
H-D-A,5615,0.00562739%
H-D-B,5642,0.00565445%
H-D-C,5630,0.00564243%
H-D-D,5760,0.00577271%
H-D-E,5934,0.0059471%
H-D-F,5730,0.00574265%
H-D-G,5703,0.00571559%
H-D-H,5669,0.00568151%
H-D-I,5780,0.00579276%
H-D-J,5687,0.00569955%
H-D-K,5652,0.00566448%
H-D-L,5762,0.00577472%
H-D-M,5648,0.00566047%
H-D-N,5770,0.00578274%
H-D-O,5566,0.00557829%
H-D-P,5657,0.00566949%
H-D-Q,5666,0.00567851%
H-D-R,5634,0.00564644%
H-D-S,5684,0.00569655%
H-D-T,5554,0.00556626%
H-D-U,5657,0.00566949%
H-D-V,5764,0.00577672%
H-D-W,5699,0.00571158%
H-D-X,5623,0.00563541%
H-D-Y,5618,0.0056304%
H-D-Z,5662,0.0056745%
H-E-A,5627,0.00563942%
H-E-B,5641,0.00565345%
H-E-C,5733,0.00574565%
H-E-D,5728,0.00574064%
H-E-E,5561,0.00557327%
H-E-F,5808,0.00582082%
H-E-G,5599,0.00561136%
H-E-H,5549,0.00556125%
H-E-I,5671,0.00568352%
H-E-J,5674,0.00568652%
H-E-K,5661,0.0056735%
H-E-L,5728,0.00574064%
H-E-M,5760,0.00577271%
H-E-N,5683,0.00569554%
H-E-O,5490,0.00550212%
H-E-P,5608,0.00562038%
H-E-Q,5573,0.0055853%
H-E-R,5684,0.00569655%
H-E-S,5713,0.00572561%
H-E-T,5687,0.00569955%
H-E-U,5715,0.00572761%
H-E-V,5638,0.00565044%
H-E-W,5671,0.00568352%
H-E-X,5708,0.0057206%
H-E-Y,5553,0.00556526%
H-E-Z,5586,0.00559833%
H-F-A,5634,0.00564644%
H-F-B,5747,0.00575969%
H-F-C,5708,0.0057206%
H-F-D,5545,0.00555724%
H-F-E,5695,0.00570757%
H-F-F,5675,0.00568753%
H-F-G,5767,0.00577973%
H-F-H,5634,0.00564644%
H-F-I,5600,0.00561236%
H-F-J,5729,0.00574165%
H-F-K,5766,0.00577873%
H-F-L,5820,0.00583285%
H-F-M,5710,0.0057226%
H-F-N,5671,0.00568352%
H-F-O,5584,0.00559633%
H-F-P,5703,0.00571559%
H-F-Q,5724,0.00573663%
H-F-R,5719,0.00573162%
H-F-S,5753,0.0057657%
H-F-T,5665,0.0056775%
H-F-U,5591,0.00560334%
H-F-V,5685,0.00569755%
H-F-W,5738,0.00575067%
H-F-X,5660,0.00567249%
H-F-Y,5709,0.0057216%
H-F-Z,5821,0.00583385%
H-G-A,5776,0.00578875%
H-G-B,5674,0.00568652%
H-G-C,5725,0.00573764%
H-G-D,5679,0.00569154%
H-G-E,5717,0.00572962%
H-G-F,5695,0.00570757%
H-G-G,5715,0.00572761%
H-G-H,5613,0.00562539%
H-G-I,5561,0.00557327%
H-G-J,5681,0.00569354%
H-G-K,5659,0.00567149%
H-G-L,5741,0.00575367%
H-G-M,5594,0.00560635%
H-G-N,5661,0.0056735%
H-G-O,5649,0.00566147%
H-G-P,5645,0.00565746%
H-G-Q,5733,0.00574565%
H-G-R,5790,0.00580278%
H-G-S,5564,0.00557628%
H-G-T,5651,0.00566347%
H-G-U,5685,0.00569755%
H-G-V,5675,0.00568753%
H-G-W,5660,0.00567249%
H-G-X,5555,0.00556726%
H-G-Y,5667,0.00567951%
H-G-Z,5619,0.0056314%
H-H-A,5722,0.00573463%
H-H-B,5693,0.00570557%
H-H-C,5792,0.00580478%
H-H-D,5651,0.00566347%
H-H-E,5696,0.00570857%
H-H-F,5622,0.00563441%
H-H-G,5730,0.00574265%
H-H-H,5652,0.00566448%
H-H-I,5694,0.00570657%
H-H-J,5669,0.00568151%
H-H-K,5647,0.00565946%
H-H-L,5465,0.00547706%
H-H-M,5760,0.00577271%
H-H-N,5801,0.0058138%
H-H-O,5590,0.00560234%
H-H-P,5621,0.00563341%
H-H-Q,5724,0.00573663%
H-H-R,5715,0.00572761%
H-H-S,5662,0.0056745%
H-H-T,5781,0.00579376%
H-H-U,5774,0.00578674%
H-H-V,5716,0.00572862%
H-H-W,5706,0.00571859%
H-H-X,5615,0.00562739%
H-H-Y,5585,0.00559733%
H-H-Z,5575,0.00558731%
H-I-A,5564,0.00557628%
H-I-B,5660,0.00567249%
H-I-C,5760,0.00577271%
H-I-D,5543,0.00555524%
H-I-E,5584,0.00559633%
H-I-F,5617,0.0056294%
H-I-G,5588,0.00560033%
H-I-H,5600,0.00561236%
H-I-I,5660,0.00567249%
H-I-J,5778,0.00579075%
H-I-K,5769,0.00578173%
H-I-L,5662,0.0056745%
H-I-M,5718,0.00573062%
H-I-N,5547,0.00555924%
H-I-O,5569,0.00558129%
H-I-P,5690,0.00570256%
H-I-Q,5509,0.00552116%
H-I-R,5587,0.00559933%
H-I-S,5540,0.00555223%
H-I-T,5687,0.00569955%
H-I-U,5696,0.00570857%
H-I-V,5673,0.00568552%
H-I-W,5695,0.00570757%
H-I-X,5691,0.00570356%
H-I-Y,5672,0.00568452%
H-I-Z,5631,0.00564343%
H-J-A,5703,0.00571559%
H-J-B,5831,0.00584387%
H-J-C,5567,0.00557929%
H-J-D,5692,0.00570456%
H-J-E,5738,0.00575067%
H-J-F,5642,0.00565445%
H-J-G,5754,0.0057667%
H-J-H,5702,0.00571459%
H-J-I,5711,0.00572361%
H-J-J,5793,0.00580579%
H-J-K,5616,0.0056284%
H-J-L,5640,0.00565245%
H-J-M,5675,0.00568753%
H-J-N,5842,0.0058549%
H-J-O,5637,0.00564944%
H-J-P,5663,0.0056755%
H-J-Q,5679,0.00569154%
H-J-R,5618,0.0056304%
H-J-S,5747,0.00575969%
H-J-T,5693,0.00570557%
H-J-U,5703,0.00571559%
H-J-V,5810,0.00582282%
H-J-W,5737,0.00574966%
H-J-X,5711,0.00572361%
H-J-Y,5811,0.00582383%
H-J-Z,5585,0.00559733%
H-K-A,5577,0.00558931%
H-K-B,5751,0.00576369%
H-K-C,5694,0.00570657%
H-K-D,5664,0.0056765%
H-K-E,5647,0.00565946%
H-K-F,5619,0.0056314%
H-K-G,5772,0.00578474%
H-K-H,5611,0.00562339%
H-K-I,5685,0.00569755%
H-K-J,5751,0.00576369%
H-K-K,5740,0.00575267%
H-K-L,5598,0.00561036%
H-K-M,5779,0.00579176%
H-K-N,5665,0.0056775%
H-K-O,5678,0.00569053%
H-K-P,5611,0.00562339%
H-K-Q,5677,0.00568953%
H-K-R,5695,0.00570757%
H-K-S,5555,0.00556726%
H-K-T,5693,0.00570557%
H-K-U,5655,0.00566748%
H-K-V,5753,0.0057657%
H-K-W,5659,0.00567149%
H-K-X,5612,0.00562439%
H-K-Y,5717,0.00572962%
H-K-Z,5631,0.00564343%
H-L-A,5657,0.00566949%
H-L-B,5749,0.00576169%
H-L-C,5569,0.00558129%
H-L-D,5757,0.00576971%
H-L-E,5763,0.00577572%
H-L-F,5614,0.00562639%
H-L-G,5717,0.00572962%
H-L-H,5613,0.00562539%
H-L-I,5728,0.00574064%
H-L-J,5553,0.00556526%
H-L-K,5767,0.00577973%
H-L-L,5669,0.00568151%
H-L-M,5648,0.00566047%
H-L-N,5664,0.0056765%
H-L-O,5768,0.00578073%
H-L-P,5643,0.00565546%
H-L-Q,5721,0.00573363%
H-L-R,5543,0.00555524%
H-L-S,5586,0.00559833%
H-L-T,5687,0.00569955%
H-L-U,5688,0.00570056%
H-L-V,5672,0.00568452%
H-L-W,5718,0.00573062%
H-L-X,5736,0.00574866%
H-L-Y,5663,0.0056755%
H-L-Z,5714,0.00572661%
H-M-A,5683,0.00569554%
H-M-B,5728,0.00574064%
H-M-C,5586,0.00559833%
H-M-D,5785,0.00579777%
H-M-E,5707,0.0057196%
H-M-F,5745,0.00575768%
H-M-G,5516,0.00552818%
H-M-H,5681,0.00569354%
H-M-I,5684,0.00569655%
H-M-J,5624,0.00563641%
H-M-K,5649,0.00566147%
H-M-L,5751,0.00576369%
H-M-M,5683,0.00569554%
H-M-N,5576,0.00558831%
H-M-O,5640,0.00565245%
H-M-P,5798,0.0058108%
H-M-Q,5711,0.00572361%
H-M-R,5738,0.00575067%
H-M-S,5764,0.00577672%
H-M-T,5616,0.0056284%
H-M-U,5790,0.00580278%
H-M-V,5705,0.00571759%
H-M-W,5513,0.00552517%
H-M-X,5586,0.00559833%
H-M-Y,5554,0.00556626%
H-M-Z,5703,0.00571559%
H-N-A,5637,0.00564944%
H-N-B,5581,0.00559332%
H-N-C,5687,0.00569955%
H-N-D,5554,0.00556626%
H-N-E,5784,0.00579677%
H-N-F,5654,0.00566648%
H-N-G,5704,0.00571659%
H-N-H,5780,0.00579276%
H-N-I,5759,0.00577171%
H-N-J,5644,0.00565646%
H-N-K,5811,0.00582383%
H-N-L,5528,0.0055402%
H-N-M,5665,0.0056775%
H-N-N,5641,0.00565345%
H-N-O,5753,0.0057657%
H-N-P,5615,0.00562739%
H-N-Q,5650,0.00566247%
H-N-R,5520,0.00553218%
H-N-S,5666,0.00567851%
H-N-T,5659,0.00567149%
H-N-U,5722,0.00573463%
H-N-V,5773,0.00578574%
H-N-W,5566,0.00557829%
H-N-X,5548,0.00556025%
H-N-Y,5626,0.00563842%
H-N-Z,5712,0.00572461%
H-O-A,5618,0.0056304%
H-O-B,5622,0.00563441%
H-O-C,5677,0.00568953%
H-O-D,5707,0.0057196%
H-O-E,5582,0.00559432%
H-O-F,5743,0.00575568%
H-O-G,5750,0.00576269%
H-O-H,5717,0.00572962%
H-O-I,5610,0.00562238%
H-O-J,5656,0.00566848%
H-O-K,5729,0.00574165%
H-O-L,5651,0.00566347%
H-O-M,5656,0.00566848%
H-O-N,5656,0.00566848%
H-O-O,5620,0.00563241%
H-O-P,5931,0.00594409%
H-O-Q,5674,0.00568652%
H-O-R,5694,0.00570657%
H-O-S,5815,0.00582784%
H-O-T,5624,0.00563641%
H-O-U,5718,0.00573062%
H-O-V,5575,0.00558731%
H-O-W,5599,0.00561136%
H-O-X,5593,0.00560535%
H-O-Y,5660,0.00567249%
H-O-Z,5678,0.00569053%
H-P-A,5721,0.00573363%
H-P-B,5582,0.00559432%
H-P-C,5666,0.00567851%
H-P-D,5613,0.00562539%
H-P-E,5823,0.00583585%
H-P-F,5732,0.00574465%
H-P-G,5768,0.00578073%
H-P-H,5763,0.00577572%
H-P-I,5634,0.00564644%
H-P-J,5638,0.00565044%
H-P-K,5771,0.00578374%
H-P-L,5717,0.00572962%
H-P-M,5682,0.00569454%
H-P-N,5635,0.00564744%
H-P-O,5713,0.00572561%
H-P-P,5753,0.0057657%
H-P-Q,5620,0.00563241%
H-P-R,5627,0.00563942%
H-P-S,5582,0.00559432%
H-P-T,5769,0.00578173%
H-P-U,5782,0.00579476%
H-P-V,5899,0.00591202%
H-P-W,5557,0.00556927%
H-P-X,5713,0.00572561%
H-P-Y,5797,0.0058098%
H-P-Z,5548,0.00556025%
H-Q-A,5606,0.00561837%
H-Q-B,5711,0.00572361%
H-Q-C,5801,0.0058138%
H-Q-D,5791,0.00580378%
H-Q-E,5732,0.00574465%
H-Q-F,5706,0.00571859%
H-Q-G,5744,0.00575668%
H-Q-H,5574,0.0055863%
H-Q-I,5672,0.00568452%
H-Q-J,5623,0.00563541%
H-Q-K,5742,0.00575467%
H-Q-L,5590,0.00560234%
H-Q-M,5633,0.00564543%
H-Q-N,5696,0.00570857%
H-Q-O,5709,0.0057216%
H-Q-P,5846,0.0058589%
H-Q-Q,5773,0.00578574%
H-Q-R,5620,0.00563241%
H-Q-S,5641,0.00565345%
H-Q-T,5707,0.0057196%
H-Q-U,5749,0.00576169%
H-Q-V,5687,0.00569955%
H-Q-W,5634,0.00564644%
H-Q-X,5812,0.00582483%
H-Q-Y,5492,0.00550412%
H-Q-Z,5733,0.00574565%
H-R-A,5731,0.00574365%
H-R-B,5712,0.00572461%
H-R-C,5669,0.00568151%
H-R-D,5629,0.00564142%
H-R-E,5759,0.00577171%
H-R-F,5729,0.00574165%
H-R-G,5605,0.00561737%
H-R-H,5513,0.00552517%
H-R-I,5523,0.00553519%
H-R-J,5745,0.00575768%
H-R-K,5814,0.00582683%
H-R-L,5626,0.00563842%
H-R-M,5732,0.00574465%
H-R-N,5647,0.00565946%
H-R-O,5724,0.00573663%
H-R-P,5801,0.0058138%
H-R-Q,5724,0.00573663%
H-R-R,5812,0.00582483%
H-R-S,5765,0.00577773%
H-R-T,5710,0.0057226%
H-R-U,5685,0.00569755%
H-R-V,5788,0.00580078%
H-R-W,5624,0.00563641%
H-R-X,5709,0.0057216%
H-R-Y,5656,0.00566848%
H-R-Z,5622,0.00563441%
H-S-A,5678,0.00569053%
H-S-B,5640,0.00565245%
H-S-C,5612,0.00562439%
H-S-D,5652,0.00566448%
H-S-E,5651,0.00566347%
H-S-F,5705,0.00571759%
H-S-G,5602,0.00561437%
H-S-H,5646,0.00565846%
H-S-I,5677,0.00568953%
H-S-J,5657,0.00566949%
H-S-K,5624,0.00563641%
H-S-L,5579,0.00559131%
H-S-M,5735,0.00574766%
H-S-N,5712,0.00572461%
H-S-O,5646,0.00565846%
H-S-P,5669,0.00568151%
H-S-Q,5652,0.00566448%
H-S-R,5595,0.00560735%
H-S-S,5623,0.00563541%
H-S-T,5739,0.00575167%
H-S-U,5668,0.00568051%
H-S-V,5626,0.00563842%
H-S-W,5725,0.00573764%
H-S-X,5624,0.00563641%
H-S-Y,5594,0.00560635%
H-S-Z,5635,0.00564744%
H-T-A,5643,0.00565546%
H-T-B,5620,0.00563241%
H-T-C,5621,0.00563341%
H-T-D,5630,0.00564243%
H-T-E,5627,0.00563942%
H-T-F,5672,0.00568452%
H-T-G,5839,0.00585189%
H-T-H,5651,0.00566347%
H-T-I,5631,0.00564343%
H-T-J,5589,0.00560134%
H-T-K,5602,0.00561437%
H-T-L,5669,0.00568151%
H-T-M,5720,0.00573263%
H-T-N,5597,0.00560935%
H-T-O,5556,0.00556826%
H-T-P,5637,0.00564944%
H-T-Q,5657,0.00566949%
H-T-R,5549,0.00556125%
H-T-S,5561,0.00557327%
H-T-T,5693,0.00570557%
H-T-U,5661,0.0056735%
H-T-V,5590,0.00560234%
H-T-W,5483,0.0054951%
H-T-X,5702,0.00571459%
H-T-Y,5796,0.00580879%
H-T-Z,5733,0.00574565%
H-U-A,5660,0.00567249%
H-U-B,5614,0.00562639%
H-U-C,5717,0.00572962%
H-U-D,5519,0.00553118%
H-U-E,5648,0.00566047%
H-U-F,5656,0.00566848%
H-U-G,5771,0.00578374%
H-U-H,5550,0.00556225%
H-U-I,5746,0.00575868%
H-U-J,5690,0.00570256%
H-U-K,5705,0.00571759%
H-U-L,5719,0.00573162%
H-U-M,5666,0.00567851%
H-U-N,5706,0.00571859%
H-U-O,5729,0.00574165%
H-U-P,5630,0.00564243%
H-U-Q,5735,0.00574766%
H-U-R,5730,0.00574265%
H-U-S,5680,0.00569254%
H-U-T,5659,0.00567149%
H-U-U,5714,0.00572661%
H-U-V,5713,0.00572561%
H-U-W,5612,0.00562439%
H-U-X,5742,0.00575467%
H-U-Y,5665,0.0056775%
H-U-Z,5638,0.00565044%
H-V-A,5601,0.00561336%
H-V-B,5702,0.00571459%
H-V-C,5778,0.00579075%
H-V-D,5626,0.00563842%
H-V-E,5542,0.00555423%
H-V-F,5658,0.00567049%
H-V-G,5729,0.00574165%
H-V-H,5836,0.00584888%
H-V-I,5643,0.00565546%
H-V-J,5692,0.00570456%
H-V-K,5714,0.00572661%
H-V-L,5818,0.00583084%
H-V-M,5635,0.00564744%
H-V-N,5698,0.00571058%
H-V-O,5705,0.00571759%
H-V-P,5815,0.00582784%
H-V-Q,5722,0.00573463%
H-V-R,5826,0.00583886%
H-V-S,5743,0.00575568%
H-V-T,5752,0.0057647%
H-V-U,5733,0.00574565%
H-V-V,5701,0.00571358%
H-V-W,5611,0.00562339%
H-V-X,5694,0.00570657%
H-V-Y,5746,0.00575868%
H-V-Z,5647,0.00565946%
H-W-A,5612,0.00562439%
H-W-B,5610,0.00562238%
H-W-C,5490,0.00550212%
H-W-D,5668,0.00568051%
H-W-E,5605,0.00561737%
H-W-F,5644,0.00565646%
H-W-G,5730,0.00574265%
H-W-H,5582,0.00559432%
H-W-I,5722,0.00573463%
H-W-J,5639,0.00565145%
H-W-K,5706,0.00571859%
H-W-L,5755,0.0057677%
H-W-M,5698,0.00571058%
H-W-N,5700,0.00571258%
H-W-O,5604,0.00561637%
H-W-P,5600,0.00561236%
H-W-Q,5651,0.00566347%
H-W-R,5709,0.0057216%
H-W-S,5606,0.00561837%
H-W-T,5686,0.00569855%
H-W-U,5669,0.00568151%
H-W-V,5623,0.00563541%
H-W-W,5673,0.00568552%
H-W-X,5685,0.00569755%
H-W-Y,5725,0.00573764%
H-W-Z,5541,0.00555323%
H-X-A,5746,0.00575868%
H-X-B,5755,0.0057677%
H-X-C,5596,0.00560835%
H-X-D,5923,0.00593607%
H-X-E,5578,0.00559031%
H-X-F,5599,0.00561136%
H-X-G,5646,0.00565846%
H-X-H,5710,0.0057226%
H-X-I,5621,0.00563341%
H-X-J,5472,0.00548408%
H-X-K,5750,0.00576269%
H-X-L,5837,0.00584988%
H-X-M,5744,0.00575668%
H-X-N,5739,0.00575167%
H-X-O,5704,0.00571659%
H-X-P,5613,0.00562539%
H-X-Q,5652,0.00566448%
H-X-R,5764,0.00577672%
H-X-S,5590,0.00560234%
H-X-T,5772,0.00578474%
H-X-U,5649,0.00566147%
H-X-V,5722,0.00573463%
H-X-W,5659,0.00567149%
H-X-X,5853,0.00586592%
H-X-Y,5829,0.00584187%
H-X-Z,5688,0.00570056%
H-Y-A,5729,0.00574165%
H-Y-B,5607,0.00561938%
H-Y-C,5662,0.0056745%
H-Y-D,5647,0.00565946%
H-Y-E,5678,0.00569053%
H-Y-F,5644,0.00565646%
H-Y-G,5708,0.0057206%
H-Y-H,5598,0.00561036%
H-Y-I,5759,0.00577171%
H-Y-J,5680,0.00569254%
H-Y-K,5628,0.00564042%
H-Y-L,5659,0.00567149%
H-Y-M,5711,0.00572361%
H-Y-N,5806,0.00581882%
H-Y-O,5752,0.0057647%
H-Y-P,5798,0.0058108%
H-Y-Q,5601,0.00561336%
H-Y-R,5744,0.00575668%
H-Y-S,5738,0.00575067%
H-Y-T,5725,0.00573764%
H-Y-U,5868,0.00588095%
H-Y-V,5766,0.00577873%
H-Y-W,5633,0.00564543%
H-Y-X,5623,0.00563541%
H-Y-Y,5803,0.00581581%
H-Y-Z,5610,0.00562238%
H-Z-A,5757,0.00576971%
H-Z-B,5675,0.00568753%
H-Z-C,5703,0.00571559%
H-Z-D,5631,0.00564343%
H-Z-E,5527,0.0055392%
H-Z-F,5671,0.00568352%
H-Z-G,5647,0.00565946%
H-Z-H,5739,0.00575167%
H-Z-I,5736,0.00574866%
H-Z-J,5819,0.00583184%
H-Z-K,5717,0.00572962%
H-Z-L,5727,0.00573964%
H-Z-M,5728,0.00574064%
H-Z-N,5619,0.0056314%
H-Z-O,5734,0.00574666%
H-Z-P,5671,0.00568352%
H-Z-Q,5707,0.0057196%
H-Z-R,5637,0.00564944%
H-Z-S,5723,0.00573563%
H-Z-T,5684,0.00569655%
H-Z-U,5765,0.00577773%
H-Z-V,5494,0.00550613%
H-Z-W,5663,0.0056755%
H-Z-X,5762,0.00577472%
H-Z-Y,5768,0.00578073%
H-Z-Z,5604,0.00561637%
I-A-A,5697,0.00570957%
I-A-B,5685,0.00569755%
I-A-C,5875,0.00588797%
I-A-D,5564,0.00557628%
I-A-E,5760,0.00577271%
I-A-F,5567,0.00557929%
I-A-G,5801,0.0058138%
I-A-H,5590,0.00560234%
I-A-I,5715,0.00572761%
I-A-J,5530,0.00554221%
I-A-K,5647,0.00565946%
I-A-L,5701,0.00571358%
I-A-M,5719,0.00573162%
I-A-N,5658,0.00567049%
I-A-O,5690,0.00570256%
I-A-P,5706,0.00571859%
I-A-Q,5614,0.00562639%
I-A-R,5742,0.00575467%
I-A-S,5511,0.00552316%
I-A-T,5662,0.0056745%
I-A-U,5707,0.0057196%
I-A-V,5718,0.00573062%
I-A-W,5692,0.00570456%
I-A-X,5591,0.00560334%
I-A-Y,5776,0.00578875%
I-A-Z,5762,0.00577472%
I-B-A,5740,0.00575267%
I-B-B,5733,0.00574565%
I-B-C,5689,0.00570156%
I-B-D,5552,0.00556425%
I-B-E,5763,0.00577572%
I-B-F,5477,0.00548909%
I-B-G,5594,0.00560635%
I-B-H,5564,0.00557628%
I-B-I,5764,0.00577672%
I-B-J,5705,0.00571759%
I-B-K,5694,0.00570657%
I-B-L,5675,0.00568753%
I-B-M,5530,0.00554221%
I-B-N,5702,0.00571459%
I-B-O,5667,0.00567951%
I-B-P,5655,0.00566748%
I-B-Q,5755,0.0057677%
I-B-R,5699,0.00571158%
I-B-S,5746,0.00575868%
I-B-T,5785,0.00579777%
I-B-U,5670,0.00568252%
I-B-V,5681,0.00569354%
I-B-W,5498,0.00551014%
I-B-X,5692,0.00570456%
I-B-Y,5801,0.0058138%
I-B-Z,5551,0.00556325%
I-C-A,5792,0.00580478%
I-C-B,5734,0.00574666%
I-C-C,5830,0.00584287%
I-C-D,5726,0.00573864%
I-C-E,5670,0.00568252%
I-C-F,5772,0.00578474%
I-C-G,5700,0.00571258%
I-C-H,5688,0.00570056%
I-C-I,5695,0.00570757%
I-C-J,5747,0.00575969%
I-C-K,5643,0.00565546%
I-C-L,5650,0.00566247%
I-C-M,5632,0.00564443%
I-C-N,5552,0.00556425%
I-C-O,5612,0.00562439%
I-C-P,5642,0.00565445%
I-C-Q,5626,0.00563842%
I-C-R,5753,0.0057657%
I-C-S,5862,0.00587494%
I-C-T,5671,0.00568352%
I-C-U,5635,0.00564744%
I-C-V,5845,0.0058579%
I-C-W,5625,0.00563742%
I-C-X,5661,0.0056735%
I-C-Y,5763,0.00577572%
I-C-Z,5726,0.00573864%
I-D-A,5660,0.00567249%
I-D-B,5680,0.00569254%
I-D-C,5718,0.00573062%
I-D-D,5557,0.00556927%
I-D-E,5631,0.00564343%
I-D-F,5708,0.0057206%
I-D-G,5711,0.00572361%
I-D-H,5608,0.00562038%
I-D-I,5689,0.00570156%
I-D-J,5596,0.00560835%
I-D-K,5708,0.0057206%
I-D-L,5658,0.00567049%
I-D-M,5642,0.00565445%
I-D-N,5624,0.00563641%
I-D-O,5594,0.00560635%
I-D-P,5708,0.0057206%
I-D-Q,5664,0.0056765%
I-D-R,5720,0.00573263%
I-D-S,5618,0.0056304%
I-D-T,5759,0.00577171%
I-D-U,5834,0.00584688%
I-D-V,5592,0.00560434%
I-D-W,5656,0.00566848%
I-D-X,5733,0.00574565%
I-D-Y,5636,0.00564844%
I-D-Z,5625,0.00563742%
I-E-A,5555,0.00556726%
I-E-B,5706,0.00571859%
I-E-C,5635,0.00564744%
I-E-D,5687,0.00569955%
I-E-E,5708,0.0057206%
I-E-F,5590,0.00560234%
I-E-G,5856,0.00586893%
I-E-H,5758,0.00577071%
I-E-I,5697,0.00570957%
I-E-J,5636,0.00564844%
I-E-K,5595,0.00560735%
I-E-L,5581,0.00559332%
I-E-M,5604,0.00561637%
I-E-N,5670,0.00568252%
I-E-O,5633,0.00564543%
I-E-P,5755,0.0057677%
I-E-Q,5676,0.00568853%
